transaction_id,timestamp,amount,customer_id,customer_age,customer_gender,location,transaction_type,account_balance_before,device_type,network_provider,failed_attempts,ip_address,is_fraud,account_balance_after,hour,day_of_week,is_weekend,amount_to_balance_ratio,country_code
b28ab54f-5dd3-4b47-9221-5b33221c8589,2025-01-16 07:32:48,81.28,8dd728d8,63,M,RW-Kigali,Cashout,3516.32,Mobile App,Airtel,0,180.52.107.36,0,3435.04,7,3,0,0.02311507485098057,RW
c4fc80b1-46bc-49e5-a3d9-5efbf0f4415a,2025-02-01 22:58:48,159.16,5fee9998,44,M,BI-Bujumbura,P2P,3473.25,USSD,Safaricom,0,168.173.216.191,0,3314.09,22,5,1,0.04582451594328079,BI
62c8708c-964b-48ab-9082-8764dad8f2be,2025-01-15 19:32:37,137.59,bf5ecdcd,20,M,TZ-Arusha,P2P,1398.8,Mobile App,Safaricom,0,,0,1261.21,19,2,0,0.09836288247068917,TZ
38fa7cf2-61eb-4f8c-9e75-b193092c775a,2025-01-06 08:44:02,96.03,129baa58,34,M,UG-Entebbe,P2P,5767.79,Mobile App,Airtel,0,,0,5671.76,8,0,0,0.01664935789964614,UG
107de98d-aed0-4084-9ddc-35e7698515f1,2025-01-23 13:31:16,134.13,1c9efa06,31,M,UG-Entebbe,Deposit,1380.4,USSD,Safaricom,0,91.33.221.167,0,1246.27,13,3,0,0.09716748768472905,UG
d89b7093-b6d4-4802-804b-1238c329e873,2025-01-23 01:28:27,16.31,6a7eb7f4,56,M,RW-Kigali,Deposit,4217.38,Mobile App,Safaricom,0,166.170.133.246,0,4201.07,1,3,0,0.003867329953667917,RW
bedec4a2-05ed-40ce-a13f-cce77b112990,2025-02-17 14:31:06,35.39,458b11c3,36,F,BI-Bujumbura,Cashout,3287.46,Mobile App,Safaricom,0,108.122.119.191,0,3252.07,14,0,0,0.010765149994220463,BI
387e2a00-5d21-4d93-b88e-dd09bfadc602,2025-01-19 02:10:07,78.21,987de93b,18,M,UG-Kampala,Cashout,4346.08,USSD,Safaricom,0,51.253.35.186,0,4267.87,2,6,1,0.01799552700364466,UG
6ba08db1-2ae2-4f11-b466-c6f568b7b812,2025-01-26 03:53:55,129.32,f58cba58,40,M,TZ-Arusha,Pay Bill,394.67,Mobile App,Airtel,0,199.231.197.66,0,265.35,3,6,1,0.3276661514683153,TZ
5dee0c2a-663d-4602-a6e6-9389b4d86baa,2025-01-09 14:47:33,196.97,40291c90,55,M,UG-Entebbe,P2P,969.83,USSD,Airtel,0,102.31.80.236,0,772.86,14,3,0,0.20309745006856872,UG
60eaf453-c4d6-4462-8803-6eec54d98ae1,2025-01-19 13:18:29,149.96,2d1c3a27,62,F,RW-Kigali,Pay Bill,6538.42,USSD,Safaricom,0,219.173.3.137,0,6388.46,13,6,1,0.02293520452953466,RW
a57ed268-e2e6-4b3f-8a02-f944c6e38e24,2025-02-27 03:11:26,109.46,d9924484,67,Other,UG-Entebbe,Cashout,4739.73,Agent,MTN,0,164.18.217.162,0,4630.2699999999995,3,3,0,0.023094142493348777,UG
de2ee0c5-297a-47b3-a78d-20261b9cebcb,2025-02-08 21:22:47,158.99,85707075,64,M,RW-Kigali,Airtime,8211.11,Mobile App,Safaricom,0,223.161.191.83,0,8052.120000000001,21,5,1,0.019362790170878236,RW
c6689877-7f6b-4b61-95b9-e76fbef717c9,2025-01-08 06:53:42,100.56,823c0783,39,M,KE-Mombasa,Cashout,8628.93,Mobile App,MTN,0,95.195.86.62,0,8528.37,6,2,0,0.011653820346207468,KE
973d4131-e3ef-4af0-bf2e-e23017a5ba86,2025-02-06 13:12:40,57.66,c7777fb3,25,F,KE-Nairobi,Pay Bill,974.31,Mobile App,MTN,0,,0,916.65,13,3,0,0.05918034301197771,KE
7ab4d063-224e-41c8-b017-1b97b0ea0afc,2025-01-05 22:09:07,98.95,c4fefa96,59,M,TZ-Dar es Salaam,Cashout,5778.18,Mobile App,Airtel,0,,0,5679.2300000000005,22,6,1,0.01712476939105393,TZ
b9249884-5fbe-49a6-be3d-5b0c96cae805,2025-02-18 08:16:07,183.85,357ac339,19,M,RW-Kigali,Cashout,201.73,USSD,Airtel,0,116.58.92.125,0,17.879999999999995,8,1,0,0.9113666782332821,RW
6ec37c67-c3e6-4afd-a13f-b7f02b40c66c,2025-01-20 06:12:08,134.62,70cf9c57,62,F,TZ-Dar es Salaam,Cashout,4855.58,Mobile App,Safaricom,0,37.187.255.25,0,4720.96,6,0,0,0.02772480321609365,TZ
7f7c082f-e483-4528-b3b1-e1e94f8df5d5,2025-01-27 22:14:24,49.26,1e7e878a,30,F,UG-Entebbe,Airtime,9609.02,USSD,MTN,0,178.2.215.121,0,9559.76,22,0,0,0.005126433288722471,UG
e1b56710-9980-45f0-811f-b05fae9f0cdd,2025-02-15 15:50:28,24.46,5cd8708b,63,M,KE-Nairobi,P2P,7790.41,Mobile App,MTN,0,,0,7765.95,15,5,1,0.0031397577277704255,KE
4e18a991-4bf6-46ef-88fe-8ff9d0d9697e,2025-01-13 21:22:23,137.2,5c72c368,56,F,KE-Mombasa,Cashout,2256.68,USSD,Airtel,0,143.73.25.62,0,2119.48,21,0,0,0.060797277416381586,KE
1949249a-8859-4587-9379-9aa9f1b60fba,2025-01-29 18:38:24,76.87,8c2239e0,42,M,RW-Kigali,Airtime,2521.0,Mobile App,Safaricom,0,49.107.175.78,0,2444.13,18,2,0,0.03049186830622769,RW
85c09735-b1c6-438a-ba17-b1aae53ccec1,2025-03-05 22:38:01,31.78,14ace6f3,50,M,KE-Mombasa,Airtime,601.75,Mobile App,MTN,0,171.244.214.73,0,569.97,22,2,0,0.052812629829663484,KE
0dec6131-8286-4b0b-a480-aeb6ddb74ba3,2025-03-04 17:49:54,136.45,f1c33877,29,M,TZ-Arusha,P2P,2423.29,USSD,MTN,0,82.119.163.244,0,2286.84,17,1,0,0.056307746906065714,TZ
31fbc11c-3104-4637-b792-d1ba56de556e,2025-01-22 08:39:57,119.54,19d79cc1,59,F,KE-Kisumu,Pay Bill,2037.59,Mobile App,Safaricom,0,144.227.26.235,0,1918.05,8,2,0,0.05866734720920303,KE
0d6fd468-0e2a-463e-ad94-f32df80bde61,2025-01-27 00:01:44,68.95,e5301796,46,M,UG-Kampala,Deposit,1694.17,USSD,MTN,0,32.63.223.55,0,1625.22,0,0,0,0.04069839508431858,UG
eedf007d-bd5d-4c00-b83f-db7d1237455c,2025-03-05 13:03:22,191.95,1533d5fe,53,M,TZ-Dar es Salaam,Pay Bill,7087.24,Mobile App,MTN,0,13.84.23.129,0,6895.29,13,2,0,0.027083885969714585,TZ
48e00c27-e640-4bd3-9cee-f601a581d7aa,2025-01-09 21:00:17,45.69,fd460116,28,F,RW-Kigali,P2P,2949.95,Mobile App,Safaricom,0,106.195.134.223,0,2904.2599999999998,21,3,0,0.015488398108442516,RW
a5a8d756-1c1d-4e2c-9889-1cbb264010d6,2025-01-23 18:10:40,61.27,739c26af,24,F,UG-Kampala,Cashout,1077.3,USSD,Airtel,0,,0,1016.03,18,3,0,0.05687366564559548,UG
0a01d96d-4a30-4387-857f-eab07a26baf6,2025-02-16 15:29:43,1.0,1908001c,60,M,TZ-Dar es Salaam,Pay Bill,6615.44,Mobile App,Safaricom,0,210.255.187.143,0,6614.44,15,6,1,0.00015116152515932426,TZ
7d8dd3d2-c908-41cb-8793-30d3b5c2e728,2025-02-27 06:20:49,119.33,c8201fc9,43,F,KE-Nairobi,Cashout,2496.96,USSD,Safaricom,0,165.130.239.22,0,2377.63,6,3,0,0.047790112777136996,KE
28ed1869-194a-4578-9548-e180a0aef958,2025-02-12 06:46:31,146.01,2bfaf23c,26,F,KE-Mombasa,P2P,6196.49,USSD,Safaricom,1,177.169.43.95,0,6050.48,6,2,0,0.02356333989080915,KE
01d30bae-05e7-4b91-9502-9f96f232fb2e,2025-02-23 04:39:57,178.2,3c9da074,40,M,KE-Mombasa,Cashout,2881.59,Agent,MTN,0,159.247.76.34,0,2703.3900000000003,4,6,1,0.06184085869259679,KE
ee6fbecd-4fc4-48bb-b6fe-01417f0b2f63,2025-02-09 14:44:03,61.42,d6b621bb,64,F,RW-Kigali,Airtime,4458.28,Mobile App,Safaricom,0,,0,4396.86,14,6,1,0.013776613402478087,RW
68e98ba7-07ff-4027-b7c7-60ef2b9dda75,2025-01-17 02:07:22,538.3,6aa575bf,19,F,UG-Entebbe,Cashout,1156.45,USSD,Airtel,2,,1,618.1500000000001,2,4,0,0.4654762419473388,UG
ab33cfa9-24a3-49d7-a4f4-ab1330a43869,2025-02-28 08:02:47,65.41,680b46b1,61,F,UG-Entebbe,P2P,7828.83,Mobile App,Safaricom,0,60.8.62.77,0,7763.42,8,4,0,0.008355016011332471,UG
88eef602-90a6-4ffb-a084-13be031d6802,2025-01-30 16:41:30,119.1,19252e6d,64,F,BI-Bujumbura,P2P,2646.89,Mobile App,Airtel,0,221.225.197.225,0,2527.79,16,3,0,0.04499620309117493,BI
b66523e8-b4e1-490c-9ff0-e46c61fb2731,2025-01-09 09:37:21,95.92,f55eaf66,38,F,TZ-Arusha,P2P,3895.89,Agent,Safaricom,1,176.12.84.235,0,3799.97,9,3,0,0.02462081834959406,TZ
1137cf06-f22a-49fc-8531-9af3fdba5629,2025-02-09 21:17:44,621.58,1e3951ef,27,M,RW-Kigali,Airtime,8373.85,Mobile App,Safaricom,2,23.66.42.84,1,7752.27,21,6,1,0.0742287000603068,RW
7e5ac875-4d7f-4c97-989c-ae7b0405cdd7,2025-01-16 11:50:21,43.38,653401c5,29,M,RW-Kigali,Deposit,5562.98,Mobile App,Airtel,0,96.216.159.228,0,5519.599999999999,11,3,0,0.007797978781156863,RW
2029974e-a77d-4fd4-a1b7-a6eadcebf2c1,2025-03-03 04:42:45,104.98,cf47930c,29,F,KE-Nairobi,Cashout,7825.1,Mobile App,Safaricom,0,45.29.143.166,0,7720.120000000001,4,0,0,0.013415802992932997,KE
3d3b4eb6-aa82-40e6-bf0c-bfb32562ab38,2025-01-26 11:45:49,24.41,3d152bf6,33,M,UG-Entebbe,Cashout,7500.7,Mobile App,Safaricom,0,108.174.194.133,0,7476.29,11,6,1,0.003254362926126895,UG
63d92129-05f7-431c-be9b-8cc1f3ce14e4,2025-01-25 12:26:11,710.42,316256d7,38,M,XX-Foreign,P2P,2893.34,Mobile App,MTN,5,3.160.61.207,1,2182.92,12,5,1,0.24553630060760226,XX
026569e3-f168-410c-adef-37d8a64a5b62,2025-03-05 14:41:26,941.84,48562fd9,22,M,RW-Kigali,Pay Bill,8560.23,Mobile App,Safaricom,1,,1,7618.389999999999,14,2,0,0.11002508110179283,RW
e871c423-9af1-427b-9f73-63f2ee6086ad,2025-01-24 09:16:52,149.73,58532720,55,M,TZ-Arusha,Pay Bill,573.02,USSD,MTN,0,206.86.168.27,0,423.28999999999996,9,4,0,0.26129978011238697,TZ
8585a128-cc11-4bbf-8bd1-d2563533b648,2025-01-06 21:49:57,147.76,e98d6138,54,F,BI-Bujumbura,P2P,8758.78,USSD,Airtel,0,,0,8611.02,21,0,0,0.016869929373725563,BI
3fbb3c99-e09b-47c0-ba21-ab8de8f9f8ff,2025-01-28 17:59:48,88.13,ade60a5d,42,F,UG-Kampala,Pay Bill,633.5,Agent,Safaricom,0,,0,545.37,17,1,0,0.1391160220994475,UG
8ebdd5dc-7b7b-42dd-8a32-424a23f1dc55,2025-02-27 02:52:06,50.04,626d57bb,59,F,TZ-Dar es Salaam,Deposit,9258.94,Mobile App,Safaricom,0,169.236.92.123,0,9208.9,2,3,0,0.005404506347378857,TZ
edc1f8eb-7637-4ded-88ec-a4b5b2b1be3c,2025-02-17 04:24:52,108.51,d0c1191c,55,M,UG-Kampala,Deposit,6553.52,Mobile App,Airtel,0,39.20.151.164,0,6445.01,4,0,0,0.016557514129811154,UG
2d56c95e-8781-405f-aa4c-0926870e91fd,2025-01-27 01:27:54,147.4,9b45b45d,31,F,KE-Nairobi,P2P,4049.71,Mobile App,Safaricom,0,150.46.90.11,0,3902.31,1,0,0,0.03639766798116408,KE
07e82fdb-59c1-4cfa-aa2c-18da1a3a42fa,2025-02-10 04:13:53,715.13,530f4438,53,M,BI-Bujumbura,Pay Bill,6622.43,Mobile App,MTN,3,,1,5907.3,4,0,0,0.10798604137756079,BI
8fdb5e3c-b4cb-427e-ad32-31614493b259,2025-01-11 01:57:30,198.55,d2382735,45,F,KE-Mombasa,Deposit,7760.18,USSD,MTN,0,22.253.213.222,0,7561.63,1,5,1,0.025585746722369844,KE
09ccf5ea-f29e-4e08-a2d9-d7fa3524c69c,2025-02-04 17:20:52,31.73,11070e9f,68,M,KE-Kisumu,P2P,1343.07,USSD,Safaricom,0,104.229.213.73,0,1311.34,17,1,0,0.02362497859381864,KE
7bb7ece5-2bc0-4d56-b777-494ac95437e7,2025-01-05 15:52:55,145.57,81463011,22,M,KE-Mombasa,Deposit,8013.31,Mobile App,Safaricom,0,220.181.251.134,0,7867.740000000001,15,6,1,0.018166026273786984,KE
d51e0c0c-ce53-44b7-a73b-602dc35462dd,2025-02-23 12:40:56,94.06,bcdbd334,32,F,UG-Kampala,Cashout,5929.22,Mobile App,MTN,0,98.17.188.37,0,5835.16,12,6,1,0.015863806706447055,UG
9effa6b9-8f87-49e5-bd54-02297a368ce1,2025-02-14 07:20:56,71.85,f38c5c05,50,F,RW-Kigali,Deposit,8185.01,Mobile App,Safaricom,0,121.70.176.154,0,8113.16,7,4,0,0.00877824217685745,RW
8c037b05-f022-4ded-a866-c38b08ad6dac,2025-01-17 23:49:52,167.53,dc894e91,47,F,RW-Kigali,P2P,3549.83,USSD,Safaricom,0,191.188.155.150,0,3382.2999999999997,23,4,0,0.047193809281007824,RW
ad9ad10a-eae7-4062-8763-7eada95c9346,2025-01-12 06:05:04,62.24,3cdcc907,31,M,RW-Kigali,Pay Bill,9263.78,Mobile App,Airtel,0,139.126.246.47,0,9201.54,6,6,1,0.006718639691357092,RW
528ebd36-2052-4e25-9cc5-cd5befd4729b,2025-01-14 05:50:20,496.76,908af829,35,F,KE-Kisumu,Cashout,696.18,Mobile App,MTN,3,77.43.93.121,1,199.41999999999996,5,1,0,0.7135510931081043,KE
31117fb3-8656-4216-ad60-f9917efbac03,2025-01-15 02:31:33,724.01,ec248bcc,28,M,UG-Entebbe,P2P,9975.16,USSD,Airtel,3,40.243.55.99,1,9251.15,2,2,0,0.07258129192915201,UG
1b54f996-8154-4d86-8124-9c8e9123a8c8,2025-01-30 03:09:02,106.66,69227a50,45,F,KE-Kisumu,P2P,440.67,Mobile App,Safaricom,0,,0,334.01,3,3,0,0.24204052919418156,KE
df47aa59-e20f-4ece-a1d3-ee42e9b96733,2025-01-14 09:23:34,117.6,e039bf97,59,M,BI-Bujumbura,Pay Bill,5767.79,Agent,Safaricom,0,37.95.159.8,0,5650.19,9,1,0,0.02038909183586781,BI
9da5b374-46ae-43bf-b54e-8451e3452e45,2025-02-09 22:42:16,176.17,07ca62b6,58,M,RW-Kigali,Cashout,2801.06,Mobile App,Airtel,0,25.183.184.250,0,2624.89,22,6,1,0.06289404725353973,RW
8f13b51c-554b-44a4-b10c-32787f875e37,2025-01-19 02:54:36,50.23,8a5b7cf3,26,F,RW-Kigali,Cashout,4518.69,USSD,Safaricom,0,106.148.84.214,0,4468.46,2,6,1,0.011116053546492458,RW
9e3430f1-5ade-4d9c-aee2-7b14c78322cf,2025-01-15 08:41:21,565.57,2cbff5de,33,M,KE-Mombasa,Airtime,282.34,USSD,MTN,4,,1,0.0,8,2,0,2.0031522278104417,KE
7ef94109-d30d-460c-b738-52520be7a458,2025-03-02 16:51:19,168.19,39965af0,57,Other,BI-Bujumbura,P2P,9500.89,Mobile App,Safaricom,0,30.16.98.27,0,9332.699999999999,16,6,1,0.017702552076700184,BI
a689b5dd-262b-4a39-923f-0909314c7018,2025-02-19 18:57:32,68.55,6239f278,46,M,TZ-Dar es Salaam,Pay Bill,5018.57,Mobile App,Safaricom,0,95.70.28.150,0,4950.0199999999995,18,2,0,0.013659269473176623,TZ
7ea9f73c-1682-49ac-80a3-83f7ce8bcd29,2025-02-20 22:01:00,154.31,eac71539,50,M,RW-Kigali,Pay Bill,8647.69,USSD,Airtel,0,174.184.128.127,0,8493.380000000001,22,3,0,0.017844071653817378,RW
482db4a3-012c-493a-8e07-6158736eb5b3,2025-02-11 23:06:13,95.34,9880af90,23,M,BI-Bujumbura,Pay Bill,4657.45,Mobile App,Airtel,0,128.217.42.205,0,4562.11,23,1,0,0.0204704290974675,BI
50cfb848-e8b7-47f0-b542-8595e6a38c9d,2025-01-13 20:47:00,43.55,b2672abc,26,M,RW-Kigali,Airtime,4716.26,Mobile App,Safaricom,0,,0,4672.71,20,0,0,0.009234011695708038,RW
2456e541-0376-4089-a094-70c810fb4c78,2025-01-25 16:43:19,171.93,3753aac8,22,M,UG-Entebbe,P2P,4822.33,Agent,Safaricom,0,,0,4650.4,16,5,1,0.035652889785643044,UG
a203b0e9-c349-4a77-a0dd-7958763727c7,2025-02-10 01:19:12,66.66,81d5d78e,30,F,KE-Kisumu,Airtime,2451.44,Agent,Safaricom,0,51.11.247.132,0,2384.78,1,0,0,0.02719218092223346,KE
bd840737-4f51-4b6f-9823-ec42769a137e,2025-02-02 10:54:21,135.68,abf1fa66,61,F,TZ-Dar es Salaam,Pay Bill,7543.49,Mobile App,MTN,0,49.193.202.197,0,7407.8099999999995,10,6,1,0.01798636970420853,TZ
8b9ee05f-15ab-41c8-9764-883d0284d0a4,2025-01-15 21:44:03,123.65,68929959,23,M,UG-Entebbe,Airtime,8125.32,USSD,Airtel,0,,0,8001.67,21,2,0,0.015217862188812258,UG
88d54e22-c2f6-4ea4-800c-efcaa2745f70,2025-02-15 05:18:57,135.76,3dfc1ac1,42,M,RW-Kigali,Cashout,4795.74,USSD,Safaricom,0,170.213.10.56,0,4659.98,5,5,1,0.02830845708899982,RW
a5449958-790d-447d-a335-8fcf0c72e3f2,2025-02-08 14:59:01,138.46,3e15c1fd,22,M,RW-Kigali,Pay Bill,6400.19,USSD,Safaricom,1,58.214.80.120,0,6261.73,14,5,1,0.02163373274855903,RW
fe1b4c12-8809-4e3f-bfa4-4628bddd7a1a,2025-01-19 15:40:15,63.7,270a6e7d,67,Other,RW-Kigali,Cashout,3467.72,USSD,MTN,0,147.31.57.172,0,3404.02,15,6,1,0.01836941852283345,RW
b7473075-d1fb-44ef-bff0-9372eeef2c36,2025-02-21 07:20:07,81.3,5cd95628,39,M,BI-Bujumbura,Pay Bill,3000.13,Mobile App,MTN,0,171.196.83.131,0,2918.83,7,4,0,0.027098825717552236,BI
9aa80b17-e62a-4e7d-ac06-351f055041a7,2025-01-25 23:24:19,151.31,266055f4,61,F,TZ-Dar es Salaam,Cashout,2938.49,Mobile App,MTN,0,115.210.44.36,0,2787.18,23,5,1,0.05149243318847436,TZ
acb33b56-f6c0-48ae-b4b0-76dce5773695,2025-02-03 19:35:19,168.27,e0cf54c1,54,M,TZ-Dar es Salaam,Cashout,1280.9,Mobile App,Safaricom,0,19.161.56.122,0,1112.63,19,0,0,0.13136856897493948,TZ
1deefa9a-4946-4681-a3a7-ae5b3e1bac7c,2025-01-14 17:31:15,74.67,f192a547,37,M,UG-Kampala,Pay Bill,1985.14,Mobile App,Safaricom,0,,0,1910.47,17,1,0,0.037614475553361476,UG
f397867f-52fc-4d93-8975-310ae7a6e78e,2025-01-26 14:39:26,2.73,8f83ebc6,19,F,UG-Kampala,Cashout,2986.13,Mobile App,Safaricom,2,198.76.181.229,0,2983.4,14,6,1,0.000914226775123655,UG
eff00ed4-b882-4bc0-bbee-515f2a29743f,2025-02-09 18:48:07,169.21,0172d54f,42,M,UG-Kampala,Deposit,5414.93,Agent,Airtel,0,132.155.134.203,0,5245.72,18,6,1,0.031248788072976014,UG
2287b61a-fb38-4cd7-be1c-ac45c6d20e55,2025-01-20 22:35:30,106.17,d998f06f,25,F,RW-Kigali,P2P,6900.56,USSD,MTN,0,36.172.226.193,0,6794.39,22,0,0,0.015385707826611172,RW
1acf53c4-3fc2-4dba-be66-d111945b072d,2025-01-18 21:42:49,66.13,79462143,66,M,UG-Kampala,Cashout,6139.56,Agent,Safaricom,0,89.16.248.31,0,6073.43,21,5,1,0.010771130178709874,UG
19eb9e97-a912-47d1-9928-0ab3004ad0bf,2025-01-26 04:15:16,699.23,3e15fcce,54,M,XX-Foreign,P2P,1393.62,USSD,MTN,5,167.73.101.118,1,694.3899999999999,4,6,1,0.5017364848380478,XX
b2a5480f-31ec-4191-8f8e-4b60d122ec6d,2025-02-18 06:06:59,110.02,470adc4d,21,M,KE-Mombasa,Pay Bill,595.95,USSD,Safaricom,0,109.24.206.192,0,485.93000000000006,6,1,0,0.18461280308750733,KE
d1103337-de7a-4844-92fe-60e321105a9b,2025-01-16 06:14:32,84.27,55da1d42,48,F,UG-Kampala,P2P,2044.79,Mobile App,Airtel,0,218.123.73.217,0,1960.52,6,3,0,0.0412120560057512,UG
11b1da91-29e1-48e1-897b-906d3bcaafe8,2025-02-14 04:37:03,1.0,e2ca64f1,69,F,UG-Entebbe,Cashout,4943.23,Mobile App,Airtel,0,,0,4942.23,4,4,0,0.00020229687876145762,UG
6601c1ce-edab-4bc0-ba66-1f08e148bb2a,2025-02-20 13:26:28,147.22,1f333cbd,22,F,UG-Entebbe,Airtime,6888.82,USSD,MTN,0,,0,6741.599999999999,13,3,0,0.021370858869879023,UG
